loadsmart_id|quote_date|book_date|source_date|pickup_date|delivery_date|book_price|source_price|pnl|mileage|carrier_rating|sourcing_channel|vip_carrier|carrier_dropped_us_count|carrier_on_time_to_pickup|carrier_on_time_to_delivery|carrier_on_time_overall|pickup_appointment_time|delivery_appointment_time|has_mobile_app_tracking|has_mobile_app_tracking.1|has_macropoint_tracking|has_edi_tracking|contracted_load|load_booked_autonomously|load_sourced_autonomously|load_was_cancelled|loadsmart_key|lane_id|pickup|delivery|equipment_type_id|carrier_id|shipper_id
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1388CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|8
206727809|2017-12-29 16:41:00|2017-12-29 16:41:00|2018-01-04 10:10:00|2018-01-05 14:00:00|2018-01-08 10:44:00|7059.08|6200.0|859.08|1490.1|-1.0|dat_in|False|0|1.0|1.0|1.0|2018-01-05 16:00:00|2018-01-08 12:00:00|False|False|False|False|False|False|False|False|206727809SHIPPER 758CARRIER 1430635|16|Phoenix,AZ|Pacific,WA|0|22|0
206579337|2017-10-05 10:59:00|2017-10-05 10:59:00|2017-10-05 14:17:00|2017-10-09 17:00:00|2017-10-13 10:01:00|7000.0|6000.0|1000.0|2509.6|-1.0|-1|False|0|1.0|1.0|1.0|2017-10-09 17:00:00|2017-10-13 10:00:00|False|False|False|False|False|False|False|False|206579337SHIPPER 585CARRIER 9000|7|Santa Ana,CA|Plant City,FL|0|23|2
206504865|2017-01-30 13:41:00|2017-01-30 13:41:00|2017-02-01 09:20:00|2017-02-03 11:00:00|2017-02-08 11:30:00|6935.77|6500.0|435.77|3002.0|-1.0|-1|False|0|1.0|1.0|1.0|2017-02-03 20:00:00|2017-02-08 08:00:00|False|False|False|False|False|False|False|False|206504865SHIPPER 832CARRIER 645257|17|Moxee,WA|Methuen,MA|0|24|9
206535497|2017-09-12 12:41:00|2017-09-12 12:41:00|2017-09-14 12:55:00|2017-09-15 11:00:00|2017-09-20 16:00:00|6900.0|6600.0|300.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-15 20:00:00|2017-09-21 17:00:00|False|False|False|False|False|False|False|False|206535497SHIPPER 1103CARRIER 33512|18|Stockton,CA|Palm City,FL|0|25|10
206466833|2017-09-12 12:32:00|2017-09-12 12:32:00|2017-09-13 11:29:00|2017-09-14 11:00:00|2017-09-18 09:00:00|6900.0|6500.0|400.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-14 20:00:00|2017-09-20 17:00:00|False|False|False|False|False|False|False|False|206466833SHIPPER 1103CARRIER 1695510|18|Stockton,CA|Palm City,FL|0|26|10
206658377|2017-09-12 18:11:00|2017-09-12 18:11:00|2017-09-14 13:01:00|2017-09-15 11:00:00|2017-09-20 08:00:00|6900.0|6700.0|200.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-15 18:00:00|2017-09-20 13:00:00|False|False|False|False|False|False|False|False|206658377SHIPPER 1103CARRIER 1193408|18|Stockton,CA|Palm City,FL|0|27|10
206491073|2017-09-12 12:27:00|2017-09-12 12:27:00|2017-09-13 11:44:00|2017-09-13 11:00:00|2017-09-18 10:00:00|6900.0|6500.0|400.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-13 20:00:00|2017-09-19 17:00:00|False|False|False|False|False|False|False|False|206491073SHIPPER 1103CARRIER 1193408|18|Stockton,CA|Palm City,FL|0|27|10
206474225|2017-09-12 12:32:00|2017-09-12 12:32:00|2017-09-13 12:17:00|2017-09-14 11:00:00|2017-09-20 09:50:00|6900.0|6500.0|400.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-14 20:00:00|2017-09-20 17:00:00|False|False|False|False|False|False|False|False|206474225SHIPPER 1103CARRIER 1193408|18|Stockton,CA|Palm City,FL|0|27|10
206466961|2017-09-12 12:27:00|2017-09-12 12:27:00|2017-09-13 11:38:00|2017-09-13 11:00:00|2017-09-19 09:00:00|6900.0|6500.0|400.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-13 20:00:00|2017-09-19 17:00:00|False|False|False|False|False|False|False|False|206466961SHIPPER 1103CARRIER 1193408|18|Stockton,CA|Palm City,FL|0|27|10
206518137|2017-09-12 12:41:00|2017-09-12 12:41:00|2017-09-13 11:47:00|2017-09-15 11:00:00|2017-09-21 09:00:00|6900.0|6500.0|400.0|2891.5|-1.0|-1|False|0|0.0|1.0|1.0|2017-09-15 20:00:00|2017-09-21 17:00:00|False|False|False|False|False|False|False|False|206518137SHIPPER 1103CARRIER 91007|18|Stockton,CA|Palm City,FL|0|28|10
206533729|2017-12-13 17:46:00|2017-12-13 17:47:00|2017-12-14 07:48:00|2017-12-14 11:00:00|2017-12-20 12:00:00|6900.0|6700.0|200.0|2539.7|-1.0|-1|False|0|1.0|0.0|0.0|2017-12-14 15:00:00|2017-12-19 08:00:00|False|False|False|False|False|False|False|False|206533729SHIPPER 585CARRIER 1467410|19|Compton,CA|Plant City,FL|1|29|2
206523185|2017-09-12 12:41:00|2017-09-12 12:41:00|2017-09-13 12:32:00|2017-09-15 11:00:00|2017-09-21 08:30:00|6900.0|6600.0|300.0|2891.5|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-15 20:00:00|2017-09-21 17:00:00|False|False|False|False|False|False|False|False|206523185SHIPPER 1103CARRIER 59030|18|Stockton,CA|Palm City,FL|0|30|10
206486553|2017-12-05 09:51:00|2017-12-05 09:51:00|2017-12-05 10:27:00|2017-12-05 14:00:00|2017-12-07 13:30:00|6865.61|5800.0|1065.61|2761.6|-1.0|-1|False|0|1.0|1.0|1.0|2017-12-05 14:00:00|2017-12-08 07:00:00|False|False|False|False|False|False|False|False|206486553SHIPPER 1644CARRIER 1480348|20|Hanover,PA|Portland,OR|1|31|1
206701585|2017-09-19 14:51:00|2017-09-19 14:51:00|2017-09-21 10:06:00|2017-09-21 11:00:00|2017-09-25 08:53:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-21 20:00:00|2017-09-25 17:00:00|False|False|False|False|False|False|False|False|206701585SHIPPER 1103CARRIER 1433718|21|Stockton,CA|Parrish,FL|0|32|10
206491081|2017-09-15 16:20:00|2017-09-15 16:20:00|2017-09-19 11:42:00|2017-09-20 11:00:00|2017-09-25 09:45:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-20 20:00:00|2017-09-25 17:00:00|False|False|False|False|False|False|False|False|206491081SHIPPER 1103CARRIER 1193408|21|Stockton,CA|Parrish,FL|0|27|10
206438345|2017-09-15 17:35:00|2017-09-15 17:35:00|2017-09-19 11:47:00|2017-09-25 11:00:00|2017-09-29 17:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-25 20:00:00|2017-10-02 17:00:00|False|False|False|False|False|False|False|False|206438345SHIPPER 1103CARRIER 1193408|21|Stockton,CA|Parrish,FL|0|27|10
206600041|2017-09-15 17:20:00|2017-09-15 17:20:00|2017-09-19 11:43:00|2017-09-22 11:00:00|2017-09-27 08:55:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-22 20:00:00|2017-09-27 17:00:00|False|False|False|False|False|False|False|False|206600041SHIPPER 1103CARRIER 1193408|21|Stockton,CA|Parrish,FL|0|27|10
206484441|2017-09-15 16:59:00|2017-09-15 16:59:00|2017-09-19 11:40:00|2017-09-21 11:00:00|2017-09-26 13:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-21 20:00:00|2017-09-26 17:00:00|False|False|False|False|False|False|False|False|206484441SHIPPER 1103CARRIER 1193408|21|Stockton,CA|Parrish,FL|0|27|10
206537529|2017-09-15 16:17:00|2017-09-15 16:17:00|2017-09-19 10:49:00|2017-09-20 11:00:00|2017-09-25 09:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-20 20:00:00|2017-09-25 17:00:00|False|False|False|False|False|False|False|False|206537529SHIPPER 1103CARRIER 91007|21|Stockton,CA|Parrish,FL|0|28|10
206662425|2017-09-15 17:32:00|2017-09-15 17:32:00|2017-09-19 12:32:00|2017-09-22 11:00:00|2017-09-27 10:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-22 20:00:00|2017-09-27 17:00:00|False|False|False|False|False|False|False|False|206662425SHIPPER 1103CARRIER 1416491|21|Stockton,CA|Parrish,FL|0|21|10
206607081|2017-09-15 16:15:00|2017-09-15 16:15:00|2017-09-19 13:14:00|2017-09-20 11:00:00|2017-09-25 08:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-20 20:00:00|2017-09-25 17:00:00|False|False|False|False|False|False|False|False|206607081SHIPPER 1103CARRIER 1416491|21|Stockton,CA|Parrish,FL|0|21|10
206559041|2017-09-15 17:14:00|2017-09-15 17:14:00|2017-09-19 12:32:00|2017-09-21 11:00:00|2017-09-26 10:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-21 20:00:00|2017-09-26 17:00:00|False|False|False|False|False|False|False|False|206559041SHIPPER 1103CARRIER 1416491|21|Stockton,CA|Parrish,FL|0|21|10
206503729|2017-09-15 17:26:00|2017-09-15 17:26:00|2017-09-19 11:30:00|2017-09-22 11:00:00|2017-09-27 14:00:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-22 20:00:00|2017-09-27 17:00:00|False|False|False|False|False|False|False|False|206503729SHIPPER 1103CARRIER 59030|21|Stockton,CA|Parrish,FL|0|30|10
206505369|2017-09-15 17:37:00|2017-09-15 17:37:00|2017-09-19 12:32:00|2017-09-25 11:00:00|2017-09-29 20:30:00|6800.0|6500.0|300.0|2809.8|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-25 20:00:00|2017-10-02 17:00:00|False|False|False|False|False|False|False|False|206505369SHIPPER 1103CARRIER 1416491|21|Stockton,CA|Parrish,FL|0|21|10
206489025|2017-12-08 18:22:00|2017-12-08 18:22:00|2017-12-15 12:19:00|2017-12-15 15:00:00|2017-12-19 09:30:00|6764.85|7150.0|-385.15|2847.9|-1.0|dat_in|False|2|1.0|1.0|1.0|2017-12-15 18:00:00|2017-12-19 08:00:00|False|False|False|False|False|False|False|False|206489025SHIPPER 1249CARRIER 1367601|11|Fairfield,CA|Newark,NJ|0|33|3
206489025|2017-12-08 18:22:00|2017-12-08 18:22:00|2017-12-15 12:19:00|2017-12-15 15:00:00|2017-12-19 09:30:00|6764.85|7150.0|-385.15|2847.9|-1.0|dat_in|False|2|1.0|1.0|1.0|2017-12-15 18:00:00|2017-12-19 08:00:00|False|False|False|False|False|False|False|False|206489025SHIPPER 1375CARRIER 1367601|11|Fairfield,CA|Newark,NJ|0|33|4
206489025|2017-12-08 18:22:00|2017-12-08 18:22:00|2017-12-15 12:19:00|2017-12-15 15:00:00|2017-12-19 09:30:00|6764.85|7150.0|-385.15|2847.9|-1.0|dat_in|False|2|1.0|1.0|1.0|2017-12-15 18:00:00|2017-12-19 08:00:00|False|False|False|False|False|False|False|False|206489025SHIPPER 1386CARRIER 1367601|11|Fairfield,CA|Newark,NJ|0|33|5
